url,Bottling_serie,Vintage,Bottled,Number_of_bottles,Strength,Size,Casktype,Bottled_for,Stated_Age,Casknumber,Bottle_code,Calculated_age,Label,Barcode,rating,votes,category,price,distillery,bottler
https://www.whiskybase.com/whiskies/whisky/14402/springbank-1966,Local Barley,1966,1997,,55.2,750 ml,Oak Bourbon Cask,,,1966 479,,31,,,93.78,22,Single Malt,4547.66,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/11612/macallan-1972-gm,Speymalt Ping III,1972,2005,213,57,700 ml,,,,,,33,,,93.78,29,Single Malt,2000,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/1706/highland-park-40-year-old,,,2008,,48.3,50 ml 700 ml 750 ml,Refill Casks,,40,,5010314075903,,,,93.78,293,Single Malt,3023.13,Highland Park,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/45011/glenfarclas-1954,The Family Casks (Release A13),1954,2013,424,46.3,700 ml,Sherry Butt,,59,1253,,59,,,93.78,26,Single Malt,8798.64,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/22494/caol-ila-1968-gm,Cask Series,1968,,,58.5,750 ml,,Meregalli Import,,,,,Old Beige Label,,93.78,65,Single Malt,1250,Caol Ila,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/5102/ardbeg-1972-dl-the-ardbeggeddon,Old Malt Cask,1972,2001,227,48.4,750 ml,Sherry Cask,,29,,,29,,,93.78,66,Single Malt,7533.68,Ardbeg,Douglas Laing (DL)
https://www.whiskybase.com/whiskies/whisky/73800/glenfarclas-1956-sherry-casks,Special Release,1956,2014,660,47.5,700 ml,2 Sherry Hogsheads + 1 Sherry Butt ,,,"1762, 1774, 2356",L 15 07 14  1 12:04 BB,58,,5018066140283,93.77,36,Single Malt,7446.11,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/13936/macallan-1948,Select Reserve - 21st April,1948,,366,46.6,700 ml,Spanish Oak Sherry Casks,,51,,,,,,93.77,32,Single Malt,42978.87,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/12037/ardbeg-1975-rwd,,1975,1990,480,57,750 ml,,Samaroli,,,,15,,,93.76,20,Single Malt,10500,Ardbeg,R. W. Duthie & Co. (RWD)
https://www.whiskybase.com/whiskies/whisky/7251/bowmore-1963-anniversary,,1963,1993,600,50,750 ml,,,30,,,30,,,93.76,56,Single Malt,13338.94,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/885/ardbeg-1975,Feis Ile 2005,1975,2005,270,47.2,700 ml,ex-Oloroso Cask,,,4704,,30,,,93.76,123,Single Malt,8780.15,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/17533/macallan-1960,80 proof,1960,,,46,750 ml,Sherry Wood,,,,,,,,93.76,43,Single Malt,4880,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/160129/pride-of-strathspey-1937-gm,,1937,1987,,40,50 ml 750 ml,Oak Casks,,50,,,50,Decanter,,93.76,36,Single Malt,8456.01,,Celtic Series - Book of Kells
https://www.whiskybase.com/whiskies/whisky/19652/bowmore-1966-dt,Rare Auld,1966,2007,162,44.5,700 ml,Oak Cask,,41,3314,,41,,,93.76,23,Single Malt,990,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/34339/macallan-1937-gm,Macallan-Glenlivet - A Pure Highland Malt - Crystal Decanter,1937,,,43,750 ml,Sherry Wood,for Edwards & Edwards,34,,,,,,93.75,22,Single Malt,5233,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/12076/mortlach-1949-gm,Rare Old,1949,2001,,40,700 ml,,,,,,52,,,93.75,34,Single Malt,3866.25,Mortlach,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/42316/macallan-1938-gm,A Pure Highland Malt,1938,,,43,750 ml,Sherry Wood,Importato da Co. Import Pinerolo,37,,,,,,93.75,18,Single Malt,5750,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/38558/macallan-1940-gm,Macallan-Glenlivet - A Pure Highland Malt,1940,,,43,750 ml,Sherry Wood,Importato da Co. Import Pinerolo,35,,,,,,93.75,19,Single Malt,5500,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/70346/bowmore-bicentenary,Fecchio & Frassa Import.,,1979,,43,750 ml,Sherry Cask,,,,,,Importatori esclusivi per l'Italia Fecchio & Frassa,,93.75,33,Single Malt,5510.1,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/10232/balvenie-1952-cask-191,,1952,2002,83,45.1,700 ml,Sherry Oak,,50,191,,50,,,93.75,34,Single Malt,39500,Balvenie,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/7171/laphroaig-40-year-old,,1960,2001,3300,42.4,700 ml,,,40,,,41,,,93.74,134,Single Malt,11320.06,Laphroaig,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/31570/glenrothes-1969-dt,Men O'Quaich Collection,1969,2011,65,44.7,700 ml,Fresh Sherry Octave Finish,,42,498841,,42,,,93.74,25,Single Malt,330,Glenrothes,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/1623/ardbeg-1975,Exclusively for Dugas France ,1975,1999,261,45.2,700 ml,Sherry,,,4702,,24,,,93.74,33,Single Malt,2975.83,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/7588/bowmore-1966-dt,Rare Auld,1966,2007,164,43.9,700 ml,Oak Cask,,40,3318,,41,,,93.74,46,Single Malt,4617.17,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/26790/glendronach-1972,Single Cask,1972,2011,150,53,700 ml,Oloroso Sherry Butt,Shinanoya Japan,39,717,,39,,,93.74,41,Single Malt,2256.39,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/12017/macallan-1938-gm,A Pure Highland Malt,1938,,,43,750 ml,Sherry Wood,Importato da Co. Import Pinerolo,35,,,,,,93.74,34,Single Malt,16037.71,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/26656/glendronach-1972,Single Cask,1972,2011,300,49.8,750 ml,Oloroso Sherry Butt,"Kensington Wine Market, Canada",39,711,,39,,,93.73,43,Single Malt,1975.35,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/22057/bowmore-1972,Islay Single Malt,1972,1993,,49.1,700 ml,Sherry Butt,,21,,,21,,,93.73,73,Single Malt,1365.67,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/11197/bowmore-1964-bourbon,The Trilogy Series,1964,2003,300,43.2,700 ml 750 ml,Bourbon Cask,,38,,,39,,,93.73,35,Single Malt,25819,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/20163/macallan-1958,The Anniversary Malt,1958,1984,,43,750 ml 750 ml,,,25,,,26,,,93.73,28,Single Malt,9004.62,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/7905/brora-1972-dl,Old & Rare - The Platinum Selection,1972,2003,222,49.7,700 ml,,,30,DL 6961,,31,,,93.73,58,Single Malt,4649.45,Brora,Douglas Laing (DL)
https://www.whiskybase.com/whiskies/whisky/12517/glen-garioch-1975-sa,Handwritten Label,1975,,,57,750 ml,Fino Sherry,,13,,,,,,93.73,61,Single Malt,10797.94,Glen Garioch,Samaroli (Sa)
https://www.whiskybase.com/whiskies/whisky/1283/ardbeg-1974,,1974,2006,133,48,700 ml,Bourbon cask,,,4547,,32,,,93.72,33,Single Malt,3436.67,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/13349/springbank-100-proof,Green Thistle,,,,50,750 ml,,,12,,,,,,93.72,60,Single Malt,1400,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/68717/bowmore-12-year-old,Bicentenary 1779 - 1979,,1979,,43,750 ml,Oak Casks,Segnite Import Bremen ,12,,,,,,93.72,31,Single Malt,6289.09,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/8874/glenglassaugh-40-year-old,Crystal Decanter,1967,2009,225,44.6,700 ml,Hogshead,,40,,,42,,,93.72,131,Single Malt,5300,Glenglassaugh,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/7341/ardbeg-1967-sv,Vintage Collection - Dumpy,1967,1995,488,53.2,50 ml 700 ml,Dark Oloroso Butt,,28,574,,28,,,93.72,134,Single Malt,5000,Ardbeg,Signatory Vintage (SV)
https://www.whiskybase.com/whiskies/whisky/11492/springbank-1966,Local Barley,1966,1997,,54.9,750 ml,Bourbon,,31,1966 482,,31,,,93.72,21,Single Malt,0,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/3861/dalmore-1974,Matusalem Sherry Finesse,1974,2008,948,42,700 ml,Matusalem Oloroso Sherry Finish,,,,,34,,,93.71,40,Single Malt,2875,Dalmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/34346/macallan-1957,25th Anniversary of the foundation of Rinaldi Brothers Inc. Bolo,1957,1982,,43,750 ml,,,,,,25,Hand written label,,93.71,30,Single Malt,9960.24,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/14394/springbank-1966,Local Barley,1966,1998,,54.6,700 ml,Bourbon Oak Cask,,32,1966 495,,32,,,93.71,23,Single Malt,3532.13,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/23623/glen-grant-1948-gm,Licensed Bottling,1948,2006,,40,700 ml,,,58,,,58,,,93.71,20,Single Malt,3367.32,Glen Grant,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/890/ardbeg-1973,,1973,2004,219,49.5,700 ml,Bourbon Hogshead,,31,1146,,31,,,93.71,37,Single Malt,12930,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/26033/glenfarclas-1955,,1955,1980,100,43,750 ml,,,,,,25,Glass Decanter,,93.71,27,Single Malt,0,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/16087/glendronach-1972,Single Cask,1972,2010,439,54.4,700 ml,Oloroso Sherry Butt,Japan Exclusive,37,703,,38,,,93.71,43,Single Malt,3349.37,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/17389/dailuaine-1962-sa,Talisker Distillers LTD.,1962,1986,360,46,750 ml,,,,,,24,,,93.71,23,Single Malt,907.5,Dailuaine,Samaroli (Sa)
https://www.whiskybase.com/whiskies/whisky/1022/bowmore-1968-dt,Rare Auld,1968,2006,158,41.5,700 ml,Oak cask,,37,3823,,38,,,93.71,26,Single Malt,4339.22,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/26939/caol-ila-1968-it,,1968,1989,297,58.5,750 ml,,,21,,,21,White distillery label - printed in red,,93.7,23,Single Malt,1930,Caol Ila,Intertrade (It)
https://www.whiskybase.com/whiskies/whisky/17643/macallan-1961,"80 proof, FLLI Rinaldi Import",1961,,,46,750 ml,Matured in Sherry Wood,,,,,,,,93.7,29,Single Malt,4315,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/18924/springbank-1967,Prestonfield's Campbeltown,1967,1987,,46,750 ml,Sherry Wood,Prestonfield House Edinburgh,20,3131 - 3136,,20,,,93.7,27,Single Malt,6970.26,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/1799/springbank-1967,,1967,1996,,46,700 ml,Oak cask,,28,,,29,,,93.69,33,Single Malt,1497.18,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/11235/springbank-1963-ca,Authentic Collection,1963,1994,,52.3,700 ml,Sherry Wood,,31,,,31,,,93.69,34,Single Malt,8999.9,Springbank,Cadenhead (CA)
https://www.whiskybase.com/whiskies/whisky/8938/bowmore-1966-de,,1966,1988,,43,750 ml,,,22,,,22,,,93.69,29,Single Malt,0,Bowmore,Dun Eideann (DE)
https://www.whiskybase.com/whiskies/whisky/390/glenfarclas-1960,The Family Casks,1960,2007,228,52.4,700 ml,Sherry Hogshead,,,1767,,47,,,93.68,69,Single Malt,8431.64,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/398/dalmore-1973,Rare & Prestige,1973,,1000,45,700 ml,Cabernet Sauvignon Wine Casks,,33,,,,,5013967003835,93.68,40,Single Malt,6099.67,Dalmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/2193/bowmore-1966-dt,Peerless,1966,2006,153,43.5,700 ml,Oak cask,,40,3315,,40,,,93.68,24,Single Malt,4499.5,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/19171/port-ellen-1969-gm,Celtic Label,1969,1985,,64.7,750 ml,,Meregalli Import,15,,SC 247,16,,,93.68,44,Single Malt,7800,Port Ellen,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/51311/macphails-1937-gm,,1937,,,40,750 ml,,,50,,,,,,93.67,41,Single Malt,0,,Celtic Series - Book of Kells
https://www.whiskybase.com/whiskies/whisky/1300/ardbeg-1975,Feis Ile 2005,1975,2005,188,44.7,700 ml,ex-Fino Cask,,,4719,,30,,,93.66,55,Single Malt,12750,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/10531/bowmore-1972-sv,Decanter Collection,1972,2009,470,44.6,700 ml,Sherry Butt,"Waldhaus am See, St. Moritz",36,3889,,37,,,93.66,64,Single Malt,966,Bowmore,Signatory Vintage (SV)
https://www.whiskybase.com/whiskies/whisky/15522/auchentoshan-1957,Second Edition,1957,2007,171,46.8,700 ml,Oloroso Sherry Butt,,50,479,,50,,,93.66,31,Single Malt,5575,Auchentoshan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/78379/glendronach-1968,Single Cask - Batch 13,1968,2016,301,45.9,700 ml,Pedro Xim̩nez Sherry Hogshead,,47,5837,,48,,,93.65,68,Single Malt,6311.78,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/13625/mortlach-1954-gm,Rare Old,1954,1998,,40,700 ml,,,,,,44,,,93.65,46,Single Malt,1999.99,Mortlach,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/91/bruichladdich-40-year-old,,1964,2004,550,43.1,700 ml,Fresh Bourbon Cask,,40,,,40,,,93.65,58,Single Malt,4444.4,Bruichladdich,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/29029/bowmore-1968,Anniversary Edition,1968,2000,1860,45.5,750 ml,,The 50th Anniversary of the Original Stanley P. Morrison Company,32,,,32,,082496019681,93.65,25,Single Malt,5422.4,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/2192/bowmore-1966-dt,Rare Auld,1966,2006,171,43.2,700 ml,Oak cask,,40,3317,,40,,,93.65,34,Single Malt,4930,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/12689/macallan-1969,Fine & Rare,1969,2002,173,59,50 ml 700 ml,1st Fill American Oak Sherry Hogshead,,32,10412,,33,,,93.65,22,Single Malt,10679.89,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/12190/macallan-50-year-old-millennium,Crystal Decanter,1949,1999,900,46,700 ml,Spanish Oak Sherry Casks,,50,,,50,,,93.65,22,Single Malt,57164.68,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/19687/caol-ila-1974-jm,The London Scottish Malt Whisky Society,1974,1986,,63,700 ml,Sherry Cask,,12,74.23.1,,12,,,93.65,53,Single Malt,650,Caol Ila,James MacArthur (JM)
https://www.whiskybase.com/whiskies/whisky/14415/springbank-1966,Local Barley,1966,1998,,55.1,750 ml,Oak Bourbon Cask,Taiwan,32,1966 496,,32,,,93.64,23,Single Malt,2418.79,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/13990/springbank-1966,Local Barley,1966,1997,,53.6,700 ml,Bourbon Cask,,,1966 477,,31,,,93.64,31,Single Malt,4558.71,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/89257/springbank-1967-sv,Prestonfield,1967,,,46,50 ml,Sherry Wood,Prestonfield House,20,1472,,,,,93.64,17,Single Malt,150,Springbank,Signatory Vintage (SV)
https://www.whiskybase.com/whiskies/whisky/44986/glenfarclas-1956,The Family Casks (Release A13),1956,2013,398,46.6,100 ml 700 ml,Sherry Butt,,56,2353,,57,,5018066011569,93.64,25,Single Malt,3463.47,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/63821/glendronach-1971,Single Cask - Batch 11,1971,2014,523,48.6,700 ml,Pedro Ximanez Sherry Puncheon,,43,2920,,43,,5060399680282,93.63,62,Single Malt,5046.81,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/11137/springbank-1970,Local Barley,1970,1993,280,46,700 ml,,,23,1767,,23,,,93.63,33,Single Malt,1180.56,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/30643/mortlach-1962-ca,Dumpy Bottle,1962,1984,,46,750 ml,,,22,,,22,,,93.63,21,Single Malt,0,Mortlach,Cadenhead (CA)
https://www.whiskybase.com/whiskies/whisky/4036/springbank-1965,White Label Big Golden S,1965,1995,,46,700 ml 750 ml,Oak Casks,,29,,,30,,,93.63,21,Single Malt,2016.67,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/21522/glenglassaugh-1967-the-managers-legacy,Release No. 4 - Walter Grant,1967,2010,200,40.4,700 ml,Refill Sherry Hogshead,,,,,43,,5060193840369,93.62,109,Single Malt,610.03,Glenglassaugh,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/12054/glen-moray-1959-rwd,,1959,1984,240,46,750 ml,Sherry Butt Cask,"Samaroli, Brescia",25,,,25,,,93.62,47,Single Malt,1197.9,Glen Moray,R. W. Duthie & Co. (RWD)
https://www.whiskybase.com/whiskies/whisky/27444/bowmore-1969,Matured in specially selected Sherry Casks,1969,,,43,750 ml,Sherry Casks,,,,,,,,93.62,47,Single Malt,4568.46,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/20900/macallan-1950-gm,Speymalt,1950,2006,,43,700 ml,First Fill Sherry Cask,,,,,56,,5020613624122,93.62,36,Single Malt,8265.04,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/684/ardbeg-1974,,1974,2003,120,52.3,700 ml,Oak Cask,,,2740,,29,,,93.62,32,Single Malt,2599.75,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/1481/highland-park-1967-dt,John Scott's,1967,2004,227,50.6,700 ml,Sherry Cask,,37,3131,,37,,,93.62,39,Single Malt,649,Highland Park,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/23507/glendronach-1972,Single Cask,1972,2011,450,49.1,700 ml,Pedro Ximanez Sherry Puncheon,Taiwan Exclusive,39,2033,,39,,,93.62,36,Single Malt,1909.26,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/8678/bowmore-1964-mi,The Birds - first collection,1964,1987,240,46,750 ml,Sherry Wood,,,1546,,23,,,93.62,31,Single Malt,11315,Bowmore,Moon-Import (MI)
https://www.whiskybase.com/whiskies/whisky/21002/bowmore-1970-sv,Cask Strength Collection - Rare Reserve,1970,2010,489,43.2,700 ml,First Fill Oloroso Sherry Butt,,40,4467,,40,,,93.61,46,Single Malt,3399.97,Bowmore,Signatory Vintage (SV)
https://www.whiskybase.com/whiskies/whisky/19228/glendronach-1971,Single Cask,1971,2010,534,48.1,700 ml,Oloroso Sherry Butt,"K6 and Campbelltounloch, Japan",39,441,,39,,,93.61,60,Single Malt,3008.75,Glendronach,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/70366/macallan-1973-gm,Speymalt,1973,2015,,43,700 ml,Sherry Casks,,42,,,42,,,93.61,41,Single Malt,2800.08,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/1542/bowmore-1966-dt,Peerless,1966,2004,179,42.8,700 ml,Oak cask,,38,3303,,38,,,93.6,32,Single Malt,4117.28,Bowmore,Duncan Taylor (DT)
https://www.whiskybase.com/whiskies/whisky/20504/macphails-1940-gm,,1940,,,40,750 ml,,,42,,,,,,93.6,17,Single Malt,1995,,Celtic Series - Book of Kells
https://www.whiskybase.com/whiskies/whisky/32587/bowmore-1970-sv,Cask Strength Collection,1970,2006,,51.9,750 ml,Refill Sherry Butt,,35,4692,,36,,,93.6,27,Single Malt,374,Bowmore,Signatory Vintage (SV)
https://www.whiskybase.com/whiskies/whisky/12199/kinclaith-1963-gm,Private Collection,1963,1996,64,40,700 ml,Refill Sherry Hogshead,,32,100572,,33,,,93.6,22,Single Malt,1279.74,Kinclaith,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/22572/springbank-1966,,1966,1996,,46,700 ml,,,30,1648,,30,,,93.63,38,Single Malt,3329.66,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/16478/highland-park-40-year-old,Ceramic black bottle,,,400,40,750 ml,,,40,,,,,,93.59,30,Single Malt,4428.9,Highland Park,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/67454/longmorn-1964-rwd,86 US Proof,1964,1986,,43,750 ml,,"Corti brothers, Sacramento",21,,,22,750 ml - 86 U.S. Proof,,93.59,27,Single Malt,7807.39,Longmorn,R. W. Duthie & Co. (RWD)
https://www.whiskybase.com/whiskies/whisky/27521/glenglassaugh-40-year-old,Trophy Winning,,,,44.6,200 ml,,,40,,,,,,93.59,43,Single Malt,231.61,Glenglassaugh,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/11446/ardbeg-1975-rwd,,1975,1987,648,57,750 ml,,Samaroli,,,,12,,,93.59,24,Single Malt,2676.88,Ardbeg,R. W. Duthie & Co. (RWD)
https://www.whiskybase.com/whiskies/whisky/4112/mortlach-1957-gm,Private Collection,1957,2007,514,43.5,700 ml,1st Fill Sherry Butts,,50,585 + 586,JG/FA,50,,5020613672727,93.58,107,Single Malt,4982.45,Mortlach,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/20505/macphails-1938-gm,,1938,,,40,750 ml,,,45,,,,Decanter,,93.58,26,Single Malt,0,,Celtic Series - Book of Kells
https://www.whiskybase.com/whiskies/whisky/33900/bowmore-1972,The Prestonfield,1972,,,43,750 ml,Sherry Wood,Prestonfield House,16,1036 - 39,,,,,93.58,87,Single Malt,2303.62,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/57298/glenfarclas-1959,The Family Casks (Release S14),1959,2014,121,46.4,700 ml,Sherry Hogshead,,,1821,,55,,,93.58,28,Single Malt,6148.01,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/27111/glenglassaugh-1966,Rare Cask Series - Aged Over 40 Years Old,1966,2011,202,49.2,700 ml,Refill Sherry Hogshead,,45,,,45,Crystal Decanter,,93.58,50,Single Malt,1963.26,Glenglassaugh,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/36335/bowmore-1966,,1966,,,43,750 ml,Sherry,,,,,,,,93.58,35,Single Malt,2408.43,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/12077/mortlach-1951-gm,Private Collection,1951,2005,110,42,700 ml,,,53,703 + 705,,54,,,93.57,44,Single Malt,405,Mortlach,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/19000/ardbeg-1976-rwd,,1976,1993,1020,46,700 ml,,Samaroli,,,,17,,,93.57,32,Single Malt,2849.99,Ardbeg,R. W. Duthie & Co. (RWD)
https://www.whiskybase.com/whiskies/whisky/54882/glen-grant-1948-gm,Exclusive,1948,2014,160,46.6,700 ml,,Wealth Solutions,66,1369,,66,Decanter,,93.57,25,Single Malt,19900,Glen Grant,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/416/mortlach-1936-gm,Licensed Bottling,1936,,,40,750 ml,,,,,,,,,93.57,23,Single Malt,8389.16,Mortlach,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/13994/springbank-1966,Local Barley,1966,1997,,53,700 ml,Bourbon Oak Cask,,31,1966 484,,31,,,93.57,25,Single Malt,4828,Springbank,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/31410/macallan-1970-gm,Speymalt,1970,2008,,53.3,750 ml,1st Fill Pedro Ximanez Sherry Butt,Astor Wines & Spirits,37,8323,,38,,,93.57,30,Single Malt,350,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/44987/glenfarclas-1957,The Family Casks (Release A13),1957,2013,148,49.6,700 ml,Sherry Hogshead,,55,2126,,56,,,93.57,27,Single Malt,2815.32,Glenfarclas,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/38611/macallan-1971-sa,,1971,1995,540,46,700 ml,Sherry Wood,,,16 / 17,,24,,,93.57,23,Single Malt,943,Macallan,Samaroli (Sa)
https://www.whiskybase.com/whiskies/whisky/74716/bowmore-1972,The Prestonfield,1972,,,43,50 ml,Sherry Wood,Prestonfield House,16,1036 - 39,,,,,93.57,16,Single Malt,89,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/1503/ardbeg-1972-kb,Handwritten Label,1972,2000,,49.2,700 ml,,,28,,,28,,,93.57,26,Single Malt,2600,Ardbeg,Kingsbury (Kb)
https://www.whiskybase.com/whiskies/whisky/73006/macphails-1937-gm,,,1987,,40,50 ml,,,50,,,,,,93.56,18,Single Malt,249,,06./12.12.1937
https://www.whiskybase.com/whiskies/whisky/1621/ardbeg-1974,,1974,2005,141,51.8,700 ml,,,,2751,,31,,,93.56,52,Single Malt,5040.41,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/55929/macallan-1966-gm,Speymalt,1966,2014,,43,700 ml,1st Fill Sherry Butt,,48,,,48,,,93.56,30,Single Malt,3281.3,Macallan,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/6826/macallan-1968,The Anniversary Malt,1968,1993,,43,700 ml,,,25,,,25,,,93.55,42,Single Malt,4766.5,Macallan,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/15343/caol-ila-15-year-old,The Manager's Dram,,1990,,63,750 ml,Sherry Cask,,15,,,,,,93.55,82,Single Malt,7475.57,Caol Ila,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/1615/ardbeg-1974,,1974,2006,132,50.7,700 ml,Bourbon Cask,,,4989,,32,,,93.54,30,Single Malt,4650.61,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/36075/glengoyne-1972-mos,Diamonds,1972,2012,254,55.5,50 ml 700 ml,Sherry Hogshead,,,MoS 12044,,40,,,93.54,240,Single Malt,1447.75,Glengoyne,Malts of Scotland (MoS)
https://www.whiskybase.com/whiskies/whisky/1288/ardbeg-1974,,1974,2004,134,53.7,700 ml,Bourbon Hogshead,,,2739,,30,,,93.53,53,Single Malt,2743,Ardbeg,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/26148/glen-grant-1952-gm,Celtic Series - Book of Kells,1952,2011,48,49.2,700 ml,Refill Hogshead,La Maison du Whisky,59,1134,,59,,,93.53,21,Single Malt,1350,Glen Grant,Gordon & MacPhail (GM)
https://www.whiskybase.com/whiskies/whisky/55480/bowmore-1965,Islay Single Malt,1965,,,43,750 ml,Sherry Casks,,,,,,,,93.53,58,Single Malt,5727.78,Bowmore,Distillery Bottling
https://www.whiskybase.com/whiskies/whisky/1544/bowmore-1968-dt,Peerless,1968,2002,210,41.4,700 ml,,,34,1427,,34,,,93.52,25,Single Malt,0,Bowmore,Duncan Taylor (DT)
